VRG,PUR,VID,TEX,RAN
61705.1434,165288.2998,38593.8163,48019.086,100734.8634
62981.3293,167332.6935,38665.9143,43182.34,98970.7117
59708.8014,164436.3767,38585.6033,47239.1621,103007.2543
58544.3267,163020.156,38705.9242,76243.4027,99822.9402
59640.7202,164260.5097,38585.823,80087.9935,100294.9018
60472.9159,165256.3942,38689.7572,60889.0176,100022.6909
60260.7614,164660.0184,38589.7993,64961.6605,98758.4171
61221.127,164496.4921,38645.7189,56316.4405,99686.9456
59860.7377,165188.3761,38577.7041,51287.5228,96398.2603
61981.1296,166228.5946,38613.6895,36665.4471,99726.7376
57756.6309,164068.2119,38585.7677,42406.2774,98494.7653
59040.9232,164524.2187,38673.7754,75707.1708,99406.5592
58920.8095,164168.251,38593.7155,75423.1217,99710.7561
60832.9616,165132.4177,38625.8101,41642.0586,98046.4699
58996.9542,164092.2349,38577.7711,81007.9566,100762.9833
62481.1098,166008.6019,38601.7244,48411.0102,100562.8834
61177.097,165948.6924,38585.8133,57888.4898,98106.504
58856.6438,163688.2623,38617.7436,74763.1036,100938.9632
60429.0291,164532.2786,38577.75,102051.1322,99082.8704
60992.9928,164012.2931,38637.7531,37941.621,100142.9731
63021.3229,167136.5697,38577.7519,37409.5615,100238.8406
60945.2428,165280.396,38669.6662,41682.4394,96826.3214
60688.7769,165019.7735,38649.4811,51703.4632,99910.6067
61757.1055,166604.4266,38669.6159,49023.0807,100378.6099
61220.9342,165544.0032,38589.7375,60192.7263,100850.558
60724.9617,164671.9949,38625.4956,81880.0371,99530.5804
61140.7163,165211.9332,38577.7896,70626.2141,100638.7909
60636.8086,164920.0344,38625.5043,56316.1489,100834.7969
58076.3215,164159.8164,38573.5645,56680.3469,99978.5
60804.8423,165992.1649,38625.459,58040.3383,99726.6624
59776.7064,164831.9827,38577.5719,40325.7857,101306.7166
59648.6949,165175.5421,38673.6184,34789.0194,101130.6234
59420.4421,165544.087,38585.618,36705.3632,102150.9032
61232.9061,166251.7629,38641.8242,65581.4833,98734.3769
56736.25,164131.9019,38613.5947,49639.3034,98126.3116
61824.4273,165656.0841,38673.6122,56548.2359,101270.5019
61008.9568,165488.1269,38592.6723,57380.286,98041.8054
59500.6129,164419.8854,38688.6919,29608.2551,97849.9796
60688.8824,164997.3462,38601.6483,31920.7408,99833.5908
59888.7503,165435.2222,38689.5384,41290.2563,98577.8574
58644.5245,164043.8671,38617.6177,56412.1912,100066.5966
61788.8869,164720.0056,38685.5761,53247.7595,100402.6657
61552.9544,166196.2216,38625.638,61128.8802,99534.4453
61368.8413,165835.9738,38685.4066,52647.6673,101430.7123
62505.064,166332.1197,38597.0248,58424.5263,98046.361
58872.2828,165027.8662,38653.4853,54295.8478,101594.8492
60316.6726,165779.9484,38585.8042,86812.7274,102066.8942
63177.2453,166072.0874,38669.7833,35877.2265,101106.68
61797.1928,164979.971,38589.5868,54131.8816,99306.5148
60140.8628,163987.8305,38597.5496,64901.3068,100970.752
59720.7115,164459.8684,38601.668,56552.2504,97966.2752
61560.9852,165207.8892,38625.7293,31296.568,102782.9747
58816.6926,164231.9693,38581.5846,36009.3431,99366.525
59192.5485,163923.8289,38605.5069,46838.8103,99590.5758
59344.6417,165120.0048,38585.6522,50191.3937,100022.5963
57704.3743,163903.7676,38617.6465,52391.7218,99094.3873
62112.8838,166420.184,38573.5825,44702.4716,101666.9349
57292.5013,163175.7992,38609.4246,57456.506,100010.5889
60160.9429,164483.9267,38573.8114,54579.8602,97074.2214
59336.726,164352.0184,38669.6312,63633.2459,97978.2952
60020.7863,163923.8234,38589.7885,36917.4161,98282.3574
62345.0138,165832.2748,38621.717,52763.7655,98546.299
59076.5244,164452.0127,38589.554,57772.4442,100206.6708
58420.4354,164967.9938,38641.6241,36361.3033,97918.2866
61781.0329,165920.2885,38581.2766,35405.0715,100790.6803
59904.9222,164435.9337,38637.6496,53843.8683,100542.6738
60652.9226,165712.5214,38577.5683,48755.0641,101990.9207
58556.4244,164796.1499,38685.3019,40937.9581,101426.5515
59216.5541,164952.2068,38585.6476,42210.018,98806.3635
60292.8681,164359.9886,38669.7748,38049.4346,100386.6407
58148.5494,163947.9301,38585.7263,54063.9517,100502.6887
61977.2215,165244.144,38621.6871,60820.8885,100298.7298
58804.6744,164439.8301,38577.5588,59008.5293,98906.5067
60536.9359,164348.4298,38673.8495,47950.9966,101119.0881
61009.218,164008.3493,38581.6,47070.9457,99418.7928
61368.8617,164628.0835,38609.7573,54211.9821,100382.8268
59228.6895,164904.5971,38573.8511,74126.9822,99862.8291
62209.16,165636.4886,38661.8007,48451.303,99422.8024
60116.9816,165068.6313,38593.7458,42930.3088,100062.8541
58452.7051,163104.1595,38613.6366,114544.9591,100522.8747
60036.7806,164736.3037,38589.7546,31060.3976,100266.9808
59616.6771,165100.4269,38621.6907,64817.6182,100694.9077
61609.2498,166664.6194,38569.8074,65989.749,99790.7569
61016.9358,165380.2973,38657.5106,54431.97,100658.6931
58032.5229,162920.1473,38589.4943,41342.0423,100142.7044
59752.7963,164816.1946,38661.5855,57356.4366,100962.8231
59756.7384,165244.0805,38581.9495,67629.8093,99738.7255
58820.7334,164820.2183,38605.677,73698.8091,98830.8158
59552.7231,164364.1554,38589.6406,95538.0513,98802.5667
61029.2214,165340.3003,38637.8655,39813.8621,99582.6118
59484.8751,165524.4154,38585.6567,32444.8468,99310.3864
60532.8063,164624.2913,38661.727,56464.1999,97725.6988
61564.9694,166576.1655,38589.5324,46818.8851,98826.3524
58736.6078,163567.7053,38681.5722,32660.6547,100790.7181
57672.2181,163323.5372,38589.5182,37561.2526,100058.6655
56532.1732,162791.6374,38629.5823,40581.9826,100298.4865
59244.6573,163355.5209,38573.7323,35009.0623,101042.6299
63765.202,166528.2104,38637.6004,57072.3067,98542.3055
59096.7842,164323.7211,38577.4149,59756.4599,99126.4279
59076.585,164283.9071,38637.5343,33224.7852,97926.1793
60720.8155,164939.8178,38581.7341,36561.2264,101766.657
60724.7778,165780.015,38625.5249,47474.8001,98490.3609
60112.8119,164627.9851,38577.5768,47138.8155,98190.2373
60648.8571,164820.1385,38657.6398,44926.5791,101786.7243
58764.5178,164200.0178,38589.5615,42854.2968,100926.9729
57248.4247,162979.7992,38693.5743,41518.0329,95918.1035
57844.3315,162899.9958,38597.6243,68349.9734,99358.546
59156.7525,164776.1382,38593.6462,27316.0839,97446.2609
59288.7107,164808.1685,38601.6642,35825.2602,99194.6045
60316.7612,164744.1748,38633.7053,124838.2343,99878.6136
60981.0979,165248.2507,38577.5386,60352.9168,98650.5138
58576.4835,164020.2218,38613.727,50955.4493,99482.6484
61568.9774,165612.2075,38585.6425,54500.034,100506.7972
58996.5599,165424.12,38689.6494,48751.0946,99934.5591
59692.7909,164832.1031,38597.7,35349.2474,99478.5252
59948.8034,165384.2256,38625.5567,28984.331,99286.3416
60104.6878,164843.9382,38589.6021,26839.9208,99754.8387
58864.684,164416.0879,38637.4881,65393.5056,99374.5934
63597.3115,166160.4233,38597.8205,46886.8597,102975.0605
61736.647,166228.4071,38625.7943,35953.1511,97978.3767
60016.6864,164683.8392,38589.5992,36837.3792,98806.6698
58284.6577,163555.9362,38669.6697,36961.4292,101278.8129
61188.9531,165148.3357,38585.4805,41138.027,99430.4604
62253.1685,166080.3243,38609.7628,46178.6258,99158.7116
60641.0296,164488.1126,38577.589,66965.8,95741.9816
60388.4024,164612.1935,38685.6689,47258.9231,102038.9554
61590.6271,165864.2634,38593.7457,47818.8938,101194.8904
60932.9206,165336.194,38649.792,72754.6624,100086.6393
61617.0575,165724.3378,38597.7309,56316.1966,99230.4668
57940.4141,164600.0934,38669.5952,44374.4958,101270.8277
58952.6992,165132.2681,38585.6097,34917.0806,101282.8086
61133.2096,165216.3499,38609.7323,98562.3723,103051.0559
59820.9359,164372.0869,38585.5366,80739.8875,99758.4505
58156.5614,162715.5983,38633.5186,63701.3176,97910.3148
59824.6081,163444.095,38597.5806,69946.2018,101118.7233
62217.1711,166312.3509,38609.8139,40221.9965,98778.4362
59292.6411,163803.8527,38585.6708,34480.8621,102547.0315
63189.1829,167340.5165,38637.5724,65621.5204,99290.4132
61624.9412,165712.2587,38657.6592,43686.3716,100086.6273
60348.75,165175.602,38657.5638,66113.3881,99426.5613
57448.3273,163523.6017,38585.6597,63873.1869,98294.086
59884.4663,165567.8071,38621.6022,42390.2472,99854.4851
58944.5134,164083.6837,38589.5425,43206.0855,97810.1653
59124.5331,164079.6515,38597.6086,92001.232,99062.1541
58556.5716,163883.7242,38585.5688,69314.4041,100962.4475
58576.3714,163315.5855,38633.4675,26863.7747,99906.3407
59168.6119,164919.8363,38589.5293,27915.9689,98450.1774
61384.7082,165031.6656,38669.6136,35421.0411,100914.5451
61404.8705,166071.7964,38585.5309,44174.3412,98506.2354
59048.6833,165096.4179,38669.7538,47418.9695,100306.8157
60788.9176,165640.696,38597.868,39782.0765,99834.8156
61144.9582,165512.4164,38601.6707,46890.9353,99706.7234
61268.9926,164996.4011,38589.4618,47427.0273,101775.0727
57796.8006,163304.2188,38617.7255,45554.8374,102179.0588
60188.8782,165028.4575,38601.8717,43802.4717,97650.4229
62081.3094,165320.419,38677.8091,70422.4097,99446.7233
60796.9321,165164.289,38581.8427,68898.1696,98610.5407
60308.9106,164684.4178,38621.6446,44778.5814,100690.9125
59812.8611,164104.2095,38585.6506,53247.8898,101039.0086
57820.3382,163276.0918,38609.8516,42718.2109,102551.162
60589.0349,164964.4368,38589.9448,46790.9114,101326.9601
60306.2046,165112.4457,38641.7793,42993.4033,99214.0107
58112.4082,163468.0243,38612.1699,44038.4991,99862.8016
60232.8868,165196.6504,38701.8334,38013.6708,98974.5223
59128.9227,165356.4634,38591.5279,51067.4158,100158.8726
62169.1658,166468.7012,38681.673,56964.3821,102891.1346
61697.1893,164840.34,38585.6891,51671.5817,97366.3413
61744.9559,164931.9919,38673.5843,53291.5875,99970.5959
61605.0438,165676.2066,38657.8647,55980.2385,101446.8968
56984.3771,163823.9907,38605.6466,50807.4609,100566.6682
59024.7417,165352.2249,38589.7475,62581.1019,99078.3839
60816.9667,164804.0414,38625.7482,43394.3803,100014.5269
61145.0416,166236.23,38593.6149,45210.5761,100158.6735
58396.6941,163956.0271,38625.7358,35249.0984,97810.0221
60985.0414,164347.9648,38585.6083,40569.9061,100258.9036
58820.5899,163875.9477,38637.7078,43394.3151,100770.6817
59148.646,164572.1304,38585.6523,42146.2279,98182.2704
61068.8301,164980.1144,38605.7907,51443.543,102891.0306
59120.7132,165640.3207,38597.6747,61588.9442,99334.5923
63377.274,166580.4702,38617.6013,42706.396,97354.2706
59524.7199,164452.0143,38593.7914,45982.9236,100538.7152
59856.8137,165504.7321,38685.9005,38357.4775,100987.1427
60172.8499,165304.4438,38589.6795,42994.3632,98786.6261
61849.2868,165424.0146,38665.699,47742.9571,98370.3926
57072.2618,163324.0022,38589.4706,58916.5456,100302.7244
62225.1204,165660.1175,38629.8636,44838.7105,100166.6307
60216.9375,165584.198,38585.6994,38117.7241,100634.6121
59544.6779,163983.9578,38617.6664,54199.7789,101482.8383
60992.8693,165396.1668,38597.8196,53603.9484,100926.9753
58736.5406,164223.9852,38637.7432,54328.0618,100590.424
57836.4919,163031.8505,38589.7567,50375.3685,101002.6225
59956.7037,165080.159,38633.7641,36609.3577,104287.3251
59168.7292,164324.0466,38593.4468,42450.2004,99606.4291
59124.7025,164131.9875,38665.7162,38093.2623,101183.2501
60564.8926,166180.3963,38589.7436,41306.0738,101626.9665
60764.9893,164260.2453,38605.6884,49243.4063,99382.4417
56576.3813,164100.1683,38585.711,48715.1976,100514.787
61144.9492,165420.3047,38637.5951,75094.9315,98222.4449
60417.0374,165252.2243,38585.4802,70794.2232,98394.4265
62277.1903,165171.8975,38665.5718,48767.1192,100070.7614
59704.7126,163896.1411,38589.5504,61485.1283,99298.6448
61520.9704,165528.1593,38629.7091,51795.7474,97666.344
60904.8635,165580.305,38581.6567,53467.8829,101275.036
63781.459,166164.388,38637.6844,71146.5866,101382.73
59288.8565,164488.1971,38593.7542,65661.6564,99106.8048
59840.7337,164744.0878,38613.3631,36749.5105,99958.6562
60416.8488,165964.4084,38585.7358,44410.4767,100870.7935
58008.5521,164284.1102,38617.6633,55780.0614,98714.5023
61288.9089,165336.3858,38597.4304,55320.063,99910.4284
59732.7116,164220.1982,38665.6271,51591.4504,99854.018
61145.0197,165520.2455,38621.6022,51971.6491,98974.4423
61529.0189,166072.675,38641.6855,54527.998,101778.8219
58824.6331,163376.0612,38593.777,51163.5302,100090.612
60724.9297,165708.691,38681.696,69438.127,98974.4163
64261.4498,166780.7703,38589.8073,55392.1574,99234.5937
59472.7524,164752.1993,38609.6842,47142.9098,100170.7225
60752.9323,164648.3445,38593.7625,45166.8766,100970.879
57040.3684,163832.0625,38597.7406,54980.1695,101707.0975
56980.3507,164116.1742,38589.7344,69034.1638,99238.6508
58732.7073,164420.2286,38661.7117,56472.3261,100062.8508
59188.8326,164112.2528,38569.911,51127.5474,100382.8373
63209.2314,166824.6954,38637.7102,45838.8377,99742.7331
59556.8094,164976.3892,38589.6174,46098.7396,102667.6128
58160.3706,163491.8171,38669.7025,52543.7036,99706.3139
59324.6606,164763.9753,38589.6617,51571.58,102859.0907
60520.7963,164780.0618,38617.6385,55296.0564,100234.6843
59268.6121,165411.9694,38585.6335,43942.3096,99338.3455
61492.9657,165948.1104,38609.3026,44110.621,98650.494
60820.8897,164920.0181,38589.4982,36549.4267,98918.3684
58464.5479,164099.8962,38629.6791,56728.2549,101026.732
61984.9972,166136.4255,38589.6933,67233.8066,101850.9373
60372.7829,165312.0201,38629.6409,72762.6771,97718.1004
60084.6379,165392.1158,38601.6329,75611.0,100590.5944
61481.0895,165340.1627,38637.6623,34208.9909,100718.6811
59620.6129,164699.9214,38589.644,33336.8318,101966.8692
59724.8929,164599.8674,38641.552,57408.3832,99082.6128
60560.7521,164699.9439,38589.6165,64561.4109,99802.466
59756.8756,165164.1157,38689.6986,46926.8326,97386.4665
60476.8047,165384.2059,38585.6599,46254.7649,101142.8734
58500.6396,164416.1119,38633.6397,34604.9784,100590.7148
62085.1263,166332.5128,38581.7023,41117.9514,99630.7094
61356.9699,166004.42,38621.7021,39661.8241,100294.6532
57292.5802,164188.1048,38605.8289,38469.7948,101686.9725
58980.6854,164188.2412,38617.7232,44774.5794,102311.0314
59264.676,164520.2399,38597.8093,55016.1256,100762.79
57908.5293,163840.0452,38629.6908,58068.5092,100678.8035
60501.1785,165100.3035,38593.6819,54816.0653,99798.8094
61188.9068,165272.3149,38633.64,55608.2201,99374.6596
58408.6712,164532.1813,38597.5045,52123.6512,100402.5826
59748.7901,165196.2015,38669.5875,46934.8351,101950.9208
58532.5699,163908.1355,38597.5135,68105.9327,100778.863
59744.7544,164804.349,38633.6646,34761.2473,99018.5046
59268.7462,163584.0194,38585.9243,37081.4416,98930.5838
63373.2638,166532.3276,38669.7357,35257.2062,101770.8038
59940.7616,164048.0106,38585.6425,34109.0017,99378.7277
58016.5368,162531.5753,38625.651,29152.203,99258.5137
59288.6115,163812.0626,38585.5407,35097.0274,99294.5695
61537.0283,165008.2285,38621.6695,49851.4029,100486.7606
61312.999,165540.1516,38585.6891,50099.2637,99702.5354
58688.5714,163963.8921,38637.7659,44846.5223,99374.5213
60128.7715,163452.0029,38601.6629,56040.4041,100962.7608
62013.0143,166640.3048,38677.7734,56540.2239,97778.4421
59540.8368,165216.035,38597.6111,60993.0391,102850.9861
60836.9233,164840.1542,38621.7056,47839.1012,98006.3053
60092.7294,163987.9281,38589.872,42102.3492,99978.4933
59176.7729,164816.1417,38597.5367,51547.6213,99190.5254
58760.4774,164868.057,38593.7503,39313.6554,100482.9898
57928.3667,163772.0226,38697.6678,90137.879,102161.5158
61256.7522,165676.2364,38625.6296,98146.3916,101338.8206
59249.0198,164633.1768,38653.6371,125546.3071,100144.7597
58468.4948,163939.9712,38609.6264,106471.6447,98814.4716
60875.1886,164969.819,38645.5455,37289.4061,102382.985
62593.1224,165900.3036,38613.7085,42118.1522,100644.1428
61593.0643,164743.975,38643.1567,88449.1458,99850.5928
59948.8119,164276.072,38617.6978,61540.9667,101206.8072
60516.8751,165828.2985,38629.666,36165.2262,100222.5665
60180.7405,164832.1823,38613.6457,35773.2144,98898.4662
60252.7629,164975.9764,38641.6409,32756.7511,98034.2427
58084.5063,163703.9658,38617.3666,34136.9841,98674.469
61256.8261,166548.131,38705.6173,55203.977,100162.5091
58900.4956,163967.5183,38601.4904,50447.372,98814.3043
62196.9138,166407.9676,38597.6413,39273.8079,100174.3539
57736.4237,164351.6211,38589.5423,32056.606,100790.5482
59020.5518,165716.0376,38657.6859,57468.3733,100018.468
59984.5939,165447.9693,38589.5629,57344.1157,101618.6065
58920.501,163963.5526,38601.4527,30828.6553,99978.4745
59616.495,165455.948,38589.4918,35129.0466,102690.9721
60472.7743,165107.9481,38685.6186,43306.0752,99238.3556
57472.324,163591.643,38581.6489,57144.4019,99386.301
60868.7797,164855.7871,38621.5253,59144.4048,101574.6234
60048.9156,165447.9,38577.5195,65625.5724,101858.6086
60168.608,165231.9785,38669.774,38685.5478,96897.847
62268.9164,165844.0595,38585.4096,37433.5605,99698.3513
62073.0658,165252.0915,38601.6567,62721.1818,101794.9506
60552.9948,165352.0522,38589.4628,85960.5367,100526.6265
57348.2431,163707.7641,38613.5364,88272.833,100034.4737
58128.3226,162907.9334,38585.6453,89548.9659,100566.4875
58500.5501,163919.6843,38597.5569,47450.8232,99354.4153
59552.6118,165063.962,38589.6318,49707.1855,104255.2879
59472.0005,165455.8022,38668.0175,41696.016,100999.8837
60528.0758,165523.8276,38588.0173,41503.9256,97747.8404
61220.9731,164972.0856,38681.89,69542.0266,99806.6289
62393.1294,166328.3542,38589.7592,72302.5727,99098.4548
59068.4873,163995.8634,38637.5209,33004.6761,100666.7091
59548.6155,165252.1499,38589.629,34069.018,101506.778
59388.7626,164764.1251,38601.6464,79943.7364,100570.7458
60576.7395,164252.0004,38585.8389,63933.2901,100738.8349
61688.9747,164952.1264,38605.591,62477.1117,97778.1479
57392.3849,163271.9104,38593.5293,71702.5316,101306.8735
58580.6961,165028.064,38609.5725,28532.161,101518.6282
58656.673,163287.7481,38585.6481,22219.215,99086.5682
59792.7385,164188.0028,38609.542,37353.4621,98670.3694
59592.5421,165472.385,38585.677,34472.9041,99006.6252
59348.9634,165260.1151,38641.6576,49807.1921,101282.8592
57484.417,163107.8972,38589.6995,43882.4592,100118.7375
58904.5739,164752.4284,38601.6749,42342.1781,100106.706
60620.8718,164772.1473,38581.6754,46646.813,100210.5945
60984.8314,165152.4791,38597.6265,42398.1079,100050.7235
57140.4007,164224.1735,38597.481,35057.2591,101338.7003
61448.9764,165728.2136,38665.6266,53695.8329,98974.6287
60972.7477,164868.1457,38601.6807,48487.0415,100390.6925
57808.4789,162831.8157,38625.6443,52075.7029,101438.7419
59648.623,164015.7825,38589.7576,52831.6734,100214.7368
61416.8856,165472.0475,38625.584,62661.121,99074.4401
58944.702,163756.0027,38585.6972,57896.3632,97846.0918
58124.4927,163355.6164,38645.5448,49631.0471,100646.8044
58800.3562,164567.8452,38597.5887,59128.6942,98066.2294
61812.8941,166936.311,38617.8223,45458.6404,100178.6818
58668.5027,164904.0074,38593.4989,41394.0634,99042.4231
59952.7548,164996.0509,38629.5452,53563.823,100454.8412
61044.8442,164739.9318,38593.6791,45586.5693,100070.5974
60724.7373,165267.9755,38633.8715,141412.5426,100402.591
61164.7274,164856.007,38589.6111,80679.8147,100314.7065
58420.6733,165088.0396,38681.7684,40945.9726,99150.2792
61524.9046,165792.0199,38585.5233,44778.6995,101734.8143
60508.7402,164847.7802,38665.66,27852.1437,102234.8012
61112.8714,164992.1245,38585.7214,32236.7462,100746.3968
58572.4846,165428.0931,38633.626,68801.9606,101306.642
57252.3219,163755.8558,38593.5126,55163.9829,99742.5364
59824.7915,165111.9601,38633.6238,79463.6096,100618.4857
58576.4639,164663.8478,38593.838,100582.6917,100774.4516
60188.7051,164859.9823,38633.5217,52127.4766,100458.5197
58544.3281,164823.9146,38652.3277,50857.9531,100070.6074
59768.6518,164511.9813,38621.1775,39657.8189,102298.9576
60848.8417,164911.9543,38585.5299,36929.391,100318.5656
61865.0016,166352.0335,38625.5499,57392.4601,98322.4545
58532.4316,163907.8291,38597.7748,41718.0042,101050.616
57024.3161,163080.0275,38621.6442,46342.7704,99398.5781
64405.3659,167280.4538,38585.569,43270.4424,98594.4536
59324.5261,164792.2662,38669.6821,30888.4264,97674.2074
59704.8378,164028.1371,38597.6267,32188.7506,99250.5045
59504.6308,164959.8417,38613.7925,52647.7283,99334.3446
60284.6968,165551.9485,38601.599,71198.2021,98042.024
60736.9302,165335.8985,38677.6212,52531.5581,98638.438
61549.0004,165892.1065,38593.597,56076.2035,99526.3932
58212.4853,163799.7185,38637.6757,69466.0868,100834.4271
61548.9512,164847.7699,38577.6278,62545.1179,99574.3984
60004.6443,164724.0974,38633.5968,61656.9391,101574.7544
60696.8572,164567.8856,38577.5067,72130.6811,101450.7161
58316.428,164852.0254,38669.7453,41182.0005,99438.4416
59968.7739,163783.8851,38581.6467,44446.4947,99706.4816
58884.7173,164740.2916,38645.7077,72174.6372,98158.4831
61233.086,165408.4498,38589.4666,58676.7964,99730.6775
59904.6827,164696.0054,38637.7242,53259.936,99362.3492
59208.8388,164039.763,38661.606,61108.9641,99750.4392
57772.3758,163435.7343,38625.5061,65661.4804,101610.7431
60600.8525,164887.8969,38601.3943,69682.1364,100126.5965
62849.0582,166426.5284,38665.5931,68001.9352,100770.6852
58400.6253,164599.6529,38597.6354,65469.4969,102590.7625
59364.4283,164315.9152,38685.6123,53947.7821,99966.5417
60792.8515,165392.2482,38609.4076,49159.2247,98878.3817
60717.0306,165968.4394,38637.6922,64001.3404,99442.7357
56800.4544,163287.8209,38585.6967,51479.6245,101007.1387
57928.5015,162619.6716,38637.5326,35209.0172,100946.8059
59948.8114,165059.7585,38585.6251,37305.5541,99698.5297
60328.7058,164571.8633,38669.6918,71950.4426,100126.4131
59968.7174,164576.0047,38597.6307,71710.4999,100871.0385
60392.7239,164695.8773,38629.5947,48923.0071,98494.3207
59336.7208,164387.9392,38597.6934,58544.4563,98226.1778
59912.7333,164359.7186,38705.6405,59164.5459,98710.0273
60896.7489,164435.8219,38597.6017,56800.2211,100958.6614
60364.9311,165436.4199,38681.7024,34445.0409,100934.9512
58556.7081,163916.2933,38597.6369,37981.6697,101098.9336
59252.5764,164591.7679,38649.6592,55968.0785,101370.5957
61280.9199,166168.0279,38589.6521,65817.5479,99922.4353
61792.9511,166596.1927,38757.8944,61020.7662,97890.2003
58936.4956,164843.8746,38585.6003,52483.6068,101322.3958
61269.0272,166024.2736,38641.586,51939.6224,98074.3242
61348.9388,165056.0838,38601.6346,45854.6576,102439.0097
60840.9759,164315.7664,38677.6585,61080.6956,98898.4759
60357.1032,164111.7812,38589.6522,53323.7813,99854.5316
57500.368,163328.0121,38685.6712,49471.3221,98614.5674
59476.7074,165140.538,38589.7578,44546.5476,98894.4471
60264.9704,164708.1794,38637.6334,52251.6926,100290.8325
61244.9228,165164.2634,38589.7019,37665.6613,100682.8538
58480.5985,165044.0051,38689.2432,80891.8165,99666.3569
63417.1883,166534.2562,38589.5387,79018.5721,99910.466
61069.0023,166080.4013,38653.6212,50947.452,100942.7699
59612.758,165524.3323,38585.7276,52899.6646,99222.6476
60708.8191,164571.7869,38609.6972,65641.5366,97430.0577
58980.74,164191.7309,38585.6402,62641.0041,98838.3859
60012.7081,165172.072,38633.6435,63209.2446,99426.4118
61860.9288,164415.9165,38577.7165,63325.2112,99318.5044
59504.8111,164864.0184,38625.6238,26435.8703,101258.6594
62048.9836,166724.2078,38601.6331,31328.5875,100902.7077
61577.0163,165536.2638,38629.6852,25755.6733,101802.586
59972.7716,163927.8971,38593.5472,34517.037,99878.6317
58360.4988,163496.2666,38625.6745,54680.1946,100334.8321
60092.8542,165184.3219,38585.5542,56284.2919,99334.5333
58344.4435,163243.7068,38673.6201,37513.4733,101018.8639
59884.6921,164892.0213,38585.5194,40950.1026,99526.4931
60712.918,165964.2522,38633.5264,81999.9843,102490.8843
58152.4686,163987.8468,38593.5442,58212.1125,101266.6468
61353.1221,165772.2059,38685.6267,70854.3647,98898.4772
58964.7628,163868.1079,38641.5864,45042.5693,97746.2617
61893.0205,165932.2319,38657.5295,29840.3446,98702.3971
60260.8645,165728.4446,38593.5845,49235.028,99794.6245
59236.7545,164419.961,38697.7003,52655.7706,99910.5516
58224.4731,163992.0693,38621.6724,53895.8279,103511.2072
61528.9749,166420.5073,38657.9876,56568.4198,98214.402
60869.0841,164640.2572,38597.874,48503.0626,98994.5319
61761.142,165832.3124,38713.6322,66381.7715,101450.6521
60416.7896,164460.1387,38625.6123,68021.9317,101002.5611
59848.8659,164831.8654,38689.7279,58332.5008,98110.4024
56772.2815,163975.8347,38613.6176,63965.3954,100022.4972
63797.3239,166364.3834,38637.6586,76495.2345,98706.4174
58224.493,164328.054,38665.582,72486.58,99086.4792
58572.5552,163875.808,38677.8116,63269.1875,98730.3485
62016.9713,166016.0574,38620.7595,62033.0714,99502.3586
61192.913,165440.1715,38681.6656,52875.7646,100382.7669
62937.3887,165100.3091,38609.6899,41626.1578,102055.1161
59640.7028,164468.0862,38645.5564,71830.6566,100050.7111
61889.0731,164983.9548,38709.795,81519.5063,100334.672
60468.8545,164868.255,38681.5777,58596.1411,100530.5536
60460.7247,164963.9628,38641.6521,74702.8019,99934.6019
60720.0215,165984.1304,38637.6553,111624.384,99442.6069
56800.374,163288.148,38597.7521,71258.4447,101006.8927
60384.8607,164700.0425,38673.7262,68057.9455,98498.3864
59328.8671,164392.023,38637.5868,66693.7171,98214.4009
57948.1825,163411.9046,38677.6661,86232.5222,98610.3246
56576.3128,163160.1419,38653.7153,84692.2075,102582.8493
59904.7697,164344.1199,38697.7105,49979.256,98718.4889
60897.0895,164419.9751,38601.7874,50863.5184,100970.9592
60356.3458,165460.6301,38677.4175,41137.7854,100954.7238
58552.5126,163927.8775,38605.607,35572.3713,101090.6264
61081.0798,165495.7822,38701.6971,56060.1891,98574.3434
59236.6561,163071.809,38613.5912,61520.97,99146.1711
61256.9423,166028.2874,38713.5914,57152.5522,98070.39
61344.961,165068.1901,38617.604,51179.5107,102454.9849
60832.9123,164311.9443,38637.6671,33976.9354,98902.4516
60356.8147,164108.0476,38589.5348,34881.1047,99842.3445
59984.7494,165660.0929,38673.5988,72790.5744,101108.9115
60448.7702,165203.9687,38605.7117,72110.4621,99738.5126
60212.3542,163756.2075,38689.641,68657.8061,98410.5262
57004.3551,163007.9503,38597.6348,73078.7699,101830.9445
60264.8465,164715.9113,38697.654,45234.6042,100294.6768
61256.7804,165168.2203,38617.6961,64509.4793,100674.743
58320.4919,164368.051,38637.623,46334.8421,100754.9323
57832.4884,163323.9,38601.5919,46386.8884,100470.6849
59892.6747,165283.931,38652.8159,60024.7993,100862.8554
59228.6922,164119.9731,38629.6199,52259.627,101954.8543
58476.4073,165036.0897,38681.6075,85256.4132,99666.5912
63417.1536,166584.3197,38633.4967,77515.248,99902.5948
59924.5902,164892.0334,38725.3564,57508.4462,100546.7314
55496.0303,162899.8387,38589.6051,49143.259,98474.449
59816.6189,164203.401,38705.646,54411.6035,99266.255
60720.7448,164883.986,38624.5179,55324.0856,100506.5056
58164.4746,164184.0209,38693.6674,43302.3751,100582.7147
60112.7967,164948.2451,38621.6793,40697.9225,100746.778
60020.7446,165176.1025,38729.8983,76479.2211,99438.3748
61853.0359,164424.0982,38605.4132,71510.4539,99338.4754
59388.4378,164580.1502,38681.6844,77155.3898,98170.3384
61528.9099,165832.4951,38597.6072,56031.9847,98878.5754
